S1 S2 S3 S4 S5 S6 S7 S8 S9 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S20 S21 S22 S23 S24 S25
1700 900 2224 856 984 1523 875 1076 1194 1459 1442 988 1509 968 1154 1159 1512 1164 1327 1495 2794 2319 4445 4085 4726
516 1053 1030 1001 570 994 659 1089 1322 701 746 912 837 1130 1029 1195 1339 1494 551 545 2774 2096 1810 5660 2400
3717 2193 2082 2975 2060 3148 2567 1478 2367 2788 5107 863 2061 1935 1664 1742 4126 1531 2782 1419 5637 3656 5273 5181 3480
615 1368 1506 1454 1034 649 483 963 1182 1645 878 780 1190 932 1494 1230 913 869 1343 1396 5102 3028 3906 2339 2327
1206 1153 2258 2441 1669 2215 1684 2154 2124 1702 1976 3287 1543 1588 1687 1874 2128 1682 1593 1482 2387 5018 3423 3673 2046
1244 1464 1576 2138 2167 2014 2745 1890 2098 2680 1035 1547 3013 1435 1458 1310 1281 2614 1696 1140 609 422 571 527 1167
931 1533 817 1131 1168 962 1055 1455 1030 1248 1002 830 627 454 1608 835 1000 899 676 1510 531 570 1418 924 538
1296 908 1501 2373 1319 1267 2239 1458 1985 1418 1407 2690 1842 870 1853 1069 1810 1190 2587 740 3294 2241 6558 3608 2643
1708 1958 3460 2007 1366 1748 2464 2635 2401 2814 2686 2644 1634 3454 1846 6384 1261 2091 4274 3104 2188 2391 2826 2043 1394
2438 1801 1836 1559 2562 1747 2819 4087 2419 2227 2664 2315 3285 2673 2476 2772 1904 2011 2237 2464 2111 1454 3327 2399 2633
3729 5377 4168 4518 3349 5241 5685 5793 2582 2135 3417 4181 3986 4568 3375 4400 6911 4743 6332 4455 1464 1604 2099 2113 1340
891 1880 1817 1308 1890 2167 1904 3183 1399 2024 1542 1362 1641 1125 1264 840 1386 1277 1241 3098 1216 1619 4095 2748 3397
1234 778 1151 826 978 1200 785 665 768 672 593 351 775 1749 1204 624 1114 985 899 1128 1360 1401 1503 1276 2084
2572 4224 4044 3062 3901 4137 2668 3718 5226 5119 5477 5457 2187 6506 3966 4010 1460 6299 3802 3721 3151 6446 3003 3622 3000
2105 1786 1102 1268 2995 1881 1394 2863 3503 1116 1999 1782 1888 1761 2223 1426 694 2136 1758 732 1490 1233 2346 1302 1772
9757 8969 8191 6931 6062 8601 6944 3503 14731 13005 4026 8085 8397 6023 7671 4331 8829 5969 6785 4201 5022 4414 2829 5026 3202
1892 1431 1337 729 993 776 2037 1078 870 1073 1288 2041 1854 1820 1444 1017 844 1166 1508 1733 7675 6407 9665 12173 14616
1016 978 732 566 894 1317 1766 1014 1157 1091 1243 1027 1060 1093 2286 844 1424 979 1235 659 3070 3007 1968 1730 1050
7534 8245 2120 5196 5915 6338 4854 3301 9059 3830 6660 7015 7090 10122 6903 8348 4363 5674 7939 6071 5310 10740 7692 2879 10227
4830 1721 4264 9453 3026 7335 4139 3816 5477 6155 5206 4203 3943 3545 3379 6173 4645 6810 5759 6573 4044 5053 7000 4697 4680
5932 3740 3541 4505 4444 3068 5701 2689 2555 2321 4898 2069 3581 2624 7532 2933 5594 3451 3112 5992 5922 7855 4055 4279 2989
1907 1895 610 1817 2290 2129 1292 1310 2165 1724 640 1351 1863 2289 1072 696 935 1095 1057 977 3953 3948 5874 6595 3593
3254 7665 4572 3654 2353 4166 2405 5309 5363 5522 1844 7536 3859 3905 6088 3537 2844 6328 4568 4820 2883 1872 1491 1409 2088
793 893 1368 1196 1326 879 828 844 538 876 1252 560 722 1042 1158 942 885 526 1087 833 4163 4904 3797 6408 4102
8328 7963 8086 6633 2866 3898 6213 5493 8348 9133 4302 3382 5864 5355 5411 6496 8939 3057 2598 4299 2298 6337 3514 3418 3618
1876 868 1052 1521 1186 1733 1296 1200 666 821 837 1341 759 1148 1231 828 996 1272 2155 921 1601 2215 1488 2087 1931
1528 2125 1507 1337 1859 2558 2383 2767 2245 2166 2110 1556 2330 1752 3027 1432 1787 1481 1914 2469 5834 8414 3597 6950 7297
744 674 986 747 739 886 1021 566 534 511 693 848 470 540 1241 675 493 870 820 667 5305 5846 7791 8433 5320
6727 5153 7491 5784 5490 10529 5549 8663 6523 8700 6293 5936 6946 6606 5575 9583 8423 6436 7719 7055 1611 2764 2920 2277 1776
5858 4883 7408 4559 4781 5131 4129 5565 4263 4547 7081 5170 5636 6124 7668 5075 5085 4129 4217 6087 5158 2766 4619 2529 2354
716 504 900 1220 1059 649 1990 1617 1002 793 1004 1041 1307 1439 1148 961 363 1947 771 1180 2592 3532 7103 2477 5194
3984 4129 5037 5580 3342 4428 1269 7731 6045 5487 4777 4294 5529 4373 3051 2516 3548 4109 3873 3744 2800 2640 2166 2257 1995
473 794 622 406 676 646 516 761 1149 486 1532 353 931 785 729 655 743 455 480 600 1170 883 549 1250 1036
3195 2212 3718 3053 1440 3383 3403 3305 3793 3335 1872 2358 1570 3505 4384 4002 2581 2226 3370 2947 1987 1228 2079 1395 2792
3197 1600 4873 3048 3456 1740 1251 3420 2745 3138 2599 2372 2448 1751 2567 2698 1549 3100 4186 4201 991 705 1393 606 785
4586 2602 1239 2160 1565 3966 2785 3669 2978 2133 3953 2182 2965 2968 4054 5146 2407 4832 2817 3206 5315 5683 4432 7234 7836
1807 2636 1914 3445 3246 1553 3055 2641 1770 1328 1456 1404 1506 1988 995 1683 2390 1750 2310 3199 1680 1239 979 1745 1609
3054 2560 1669 2046 2966 3376 2035 3567 2700 1606 1600 1883 1413 2279 1561 1594 1909 1402 2657 2807 2650 2688 5202 3610 4112
4091 3901 4643 5436 2897 4497 4245 2260 5691 4631 3828 3370 4015 3366 4059 5659 5334 5515 5713 4635 4249 2782 1862 2559 3412
2873 2454 2711 3781 2685 4819 2088 3535 3991 4358 4224 2952 4726 2352 3749 1573 4018 3018 2958 3825 5197 3564 10526 5503 8996
724 563 1254 1143 405 608 523 1178 1635 1497 911 619 850 811 743 807 965 437 709 747 1097 2075 1259 1676 1295
1400 1412 1028 1480 860 2323 1438 1079 1850 2091 2414 1919 1350 1689 3052 2219 1333 1112 1518 1849 1590 982 978 477 816
593 552 474 826 1206 1018 651 739 889 874 951 1163 605 838 970 794 1172 570 764 474 1119 1807 2707 830 1538
1143 1696 2101 1119 2748 2633 1807 2385 2055 1622 1649 1336 1869 2201 2340 1614 1592 700 1971 1215 6793 5474 12864 12284 7779
3004 4985 3165 3224 3697 6802 3846 3395 2961 3918 6914 3111 4852 3601 4747 4193 6370 4392 2582 3344 1164 931 923 947 1168
905 498 558 1042 1983 851 673 1236 1373 1639 832 1667 1148 1768 1568 1732 1318 1400 1944 1096 3437 2844 4925 3715 3107
5848 5474 5718 5545 2281 4867 7034 4925 5969 5789 3957 3823 6740 3375 5566 5244 4226 2230 5732 5363 2757 2172 3343 2627 1808
2800 3843 3460 3649 3887 4957 1744 2654 5542 5534 4458 4207 2903 4120 3111 3773 3903 3620 3644 2732 1782 1404 518 2112 738
688 329 521 361 405 805 496 1174 540 669 680 584 780 890 389 787 437 636 761 731 3346 3046 2217 3266 3175
618 850 1699 1161 1169 1127 1277 798 943 1230 811 1114 634 940 1629 1158 540 1179 877 1164 4591 5767 3073 5723 4012
3431 3034 2921 3270 1491 2446 4756 3231 2266 3654 1813 2832 3144 2600 2144 3242 1562 3596 3023 2127 2321 1433 1698 2436 1306
950 785 794 1627 808 720 930 647 1669 701 1063 594 459 1259 1227 577 922 1245 677 885 4113 5307 6523 5232 7336
1859 2194 1954 2612 2034 1407 2027 1557 1204 2002 2083 2970 2123 2212 1761 2475 1838 3475 1761 2291 2321 1504 1654 3351 2632
3018 2108 2289 3356 2280 2557 3526 4485 4591 3188 4262 1941 3586 4614 3719 3527 2172 4158 2042 5386 3067 2158 3290 5321 3223
3033 2457 2770 3689 3374 2720 2968 3572 3230 4141 2366 3874 2989 2555 2933 3376 4033 2491 2564 2270 2404 1254 2424 2826 1877
1394 1868 941 1009 2584 1556 1310 2904 1281 1369 1089 1823 1578 1607 1088 812 1773 1643 2049 1866 3387 3686 3165 3219 4667
414 352 524 771 449 467 696 598 634 340 463 491 342 500 529 337 636 513 432 409 2768 2702 1781 1306 2384
1161 955 1443 1122 1384 938 1062 1347 714 1134 1502 1464 1845 1624 739 1385 1348 1960 1611 710 1788 1862 1598 1340 1512
4227 4344 3821 6318 4304 4421 4019 3577 5372 2147 2905 1249 3853 4761 3721 7327 2746 3602 3251 2633 4614 3349 5124 4313 7044
4337 3310 5002 4961 4875 4435 8567 4238 5797 5174 8209 4735 4509 5078 5916 4116 5028 7459 5320 9142 6689 5906 4321 2563 2701
484 1477 1261 855 1340 648 869 1117 926 847 527 1078 792 1467 1271 1428 440 524 607 816 1040 1429 1212 1201 986
5213 3351 3277 3362 3469 5012 4365 3050 3100 5439 4342 2826 5056 3664 2593 4419 3364 4337 2938 4279 3529 3751 6490 3641 3876
5023 3445 1952 2979 2424 5530 3202 2190 2211 2552 2091 2267 3165 3108 6099 4536 4476 5365 3308 4160 4074 3426 3613 2108 2863
1069 2030 864 1169 1200 1463 1145 668 1252 698 1204 1213 1577 846 864 1015 757 1650 767 1106 16551 5859 8904 9270 6789
3934 4568 2701 7090 5332 3569 5866 5591 4061 3542 5607 5861 6143 8016 8652 5987 4967 3239 5062 4951 2477 4356 3701 2121 5624
994 1048 1043 1684 609 525 669 822 922 575 776 329 499 448 687 520 825 900 1050 852 186 219 233 294 288
6992 4298 2174 4243 6683 6895 4972 5042 3948 2647 4601 6713 3265 3860 4187 6113 1519 4290 4214 6351 4319 4557 7827 4528 13370
3724 5683 2869 4935 4119 4260 5203 2748 3272 4484 2934 5800 5946 4634 5166 7752 4287 4923 2819 5284 2268 2540 2793 1966 1903
1410 2114 1859 2576 2270 2732 3706 1670 1823 2300 2658 2195 1573 2297 2981 1516 2166 2210 1724 2304 699 612 410 981 474
4867 2804 3715 2156 2965 4242 3518 2364 2431 3055 2827 1855 4335 2397 3596 2571 3629 4299 2005 2476 474 890 417 613 649
2947 5161 2739 5234 5163 6205 3882 3379 3209 2619 4605 7043 7565 4191 8017 2855 5346 4205 4741 3940 5336 5316 3837 6938 4144
640 429 1585 892 943 598 1204 1637 759 1087 963 1240 1679 1016 1418 1438 839 806 941 1046 4086 2134 1606 3547 2039
2339 4188 2869 6613 4061 6962 9661 4539 5224 5985 5474 5092 7262 4055 7370 6456 5214 5076 7540 4267 616 279 614 671 343
16598 11083 13056 9515 20495 14928 7183 7573 20988 5848 13664 13163 6304 14920 11260 10915 14022 13553 8257 6441 2615 1683 1921 3210 2698
2749 1510 2525 1429 2180 3985 1838 2798 3052 2183 2398 3811 1484 2584 1390 2165 1879 1932 1264 2184 5839 3060 7135 2879 4434
3892 2819 2018 3638 2850 2515 4876 2923 2295 2700 3466 1821 2717 2442 1873 2697 1880 3112 2888 3640 707 1127 567 1305 514
4961 3863 9544 4920 4295 3769 4093 4337 3707 4161 4173 4217 3108 3165 6464 5193 4307 5417 8782 6642 6141 4122 4201 5832 3653
316 162 370 368 209 309 273 144 117 318 123 214 188 237 204 144 277 220 247 113 1735 1934 1235 2268 2575
1431 1561 668 1187 571 1298 1008 1260 1497 1848 1053 966 1526 1161 1820 2066 1313 850 1172 1524 4491 2625 3130 3966 4987
8999 4320 2954 7109 8900 7517 6067 7335 2739 6116 6636 7705 5850 6791 9997 5360 9138 6435 11788 5071 3015 6626 2527 3942 3240
2779 4633 6208 7554 2872 6016 3832 4834 4254 2841 3563 5701 5006 3473 5079 3969 5094 5850 8874 3894 4519 4841 4828 11123 10133
12825 3687 6881 7503 5751 8491 5746 4068 11533 7107 8841 8671 5141 7803 5874 6852 7802 6760 10432 5514 9117 12615 5106 7927 5045
2903 1546 1869 1619 2242 1997 1881 1871 2892 2242 2130 2227 1731 3276 1865 1513 2407 2047 2183 2041 1335 4116 4437 3954 2328
2443 3214 1213 2159 3615 2724 2985 4187 3172 3872 3765 4083 3870 3249 4349 4389 4522 4360 2734 2983 4013 4533 5435 3478 5192
2054 1828 4842 2775 6746 2549 3997 2831 4728 3255 3833 4131 2076 2256 2804 4112 3800 3701 3778 3690 666 555 483 237 488
1061 984 1312 857 768 760 1360 1128 658 788 1275 728 815 727 1941 1250 1253 1163 1296 1056 4229 3243 1681 3378 2817
3420 3158 1945 1367 2539 3751 3908 2907 5242 3262 5512 4108 2607 2102 2261 2422 3470 4231 2862 2925 1400 1087 1042 1966 1579
2079 4717 3712 3955 3701 2316 5725 3792 2142 3766 3233 2556 3047 2400 4198 3730 2070 4036 4201 3981 1550 1681 1799 1879 572
857 1980 2180 815 1222 1204 918 1234 715 1727 600 2380 1576 1327 887 1149 800 959 1036 1745 4452 2615 4555 4226 3115
2323 3820 2661 2783 2863 3218 4386 5095 4085 2763 3546 2801 4200 3143 2214 2024 2861 1563 3336 1895 823 1854 1024 2203 2276
879 395 543 582 753 632 659 514 486 455 695 308 802 832 320 603 618 1023 540 1128 522 546 815 375 641
3589 3470 1963 3853 3543 5041 3486 4073 5552 4254 4382 5157 3316 2105 4284 1514 4390 3244 3420 3782 2078 3177 2407 2568 3732
4019 3070 2742 2095 4202 1576 4248 1759 3964 4201 2339 3255 2444 3018 4063 2794 3025 3599 1987 3544 10438 4491 3738 5174 6754
945 2045 1231 1652 2893 2411 1909 2167 961 3025 2765 1402 1521 1775 1247 2156 1228 1572 1636 2073 4569 5752 2436 4970 7912
551 465 480 563 334 418 465 189 333 522 393 414 374 575 366 376 254 335 681 317 3325 2293 2239 2287 2469
1600 2854 1201 2084 1935 2482 3632 1817 1754 1842 1345 1668 1641 2959 2175 2102 1953 1604 1160 2336 2467 2105 1181 3014 1319
2468 5268 3205 1574 4364 3438 4693 4328 3815 3059 2476 3738 2251 2492 2931 2831 4010 3495 3815 3034 5885 5283 8572 5744 6934
269 575 451 433 501 406 303 467 504 339 275 576 386 281 262 288 577 278 363 278 4956 4012 5500 4005 6616
10162 15650 9546 12476 15137 8595 9315 6433 8780 17625 9230 9220 6505 8847 7549 15506 15246 9855 14916 6050 12455 6614 11024 3823 9587
490 788 734 816 573 461 382 262 805 394 575 865 486 1043 381 747 1270 362 616 633 1191 1116 1548 1306 2080
2188 2323 2484 2668 2799 1996 1794 3597 2345 2118 1976 1384 2037 1488 2326 1857 1189 2894 3224 1275 1125 1788 2072 884 709
1657 1804 2738 1302 2655 1726 1808 1503 1002 2658 2240 943 1155 1719 2517 2018 1875 2015 813 2303 363 563 248 551 494
3346 1082 2113 738 2292 2655 1363 1501 1714 2487 1661 1791 2323 3051 1819 2085 2122 2660 2714 1389 4112 8308 4384 2593 4096
5305 3265 3432 3839 3965 2893 4671 5100 4527 3710 1916 3497 4112 3647 5179 3935 1713 3720 4557 2647 558 450 579 556 1350
6450 5268 11044 6903 11646 4703 6113 6450 7588 9245 6071 7661 7068 12368 10797 4687 4812 7537 7163 9403 2051 2324 1791 2866 2529
1703 1861 1887 1815 1525 1208 1043 1244 1863 878 1317 1977 2098 1786 1056 1154 2341 1763 1471 1540 4603 4749 2186 3859 3338
2912 2938 3543 2843 3168 1777 2651 3992 2274 1361 1959 2231 1859 2727 2952 2065 1516 2943 3049 2974 3026 2831 4233 4001 2473
981 1123 1136 2675 987 2948 1384 1079 1643 2004 1213 1670 1967 944 2193 1701 1883 1211 1617 2482 1288 1507 1334 1296 634
6343 4682 3497 5288 2979 2070 2229 2341 2875 3193 6176 5339 3833 3341 3587 3913 7298 2567 2372 2674 1584 2690 2093 840 3832
1321 1510 1561 1616 1281 1274 1005 1032 790 984 783 1495 1146 1355 800 1678 1465 1962 1697 1358 6553 5324 6115 5993 6488
2439 3157 1924 2997 2567 1511 3265 3106 3005 2375 5474 1501 4724 2996 3111 3702 3226 2756 2858 3593 1207 756 1187 738 847
1587 2325 1648 2540 2259 3603 3161 1987 4670 2598 1742 3088 5086 2514 3257 1526 2030 2424 2216 5457 2731 3267 3336 2216 1255
4098 2311 2807 2760 2139 1797 3794 3080 2950 1861 936 2280 3468 1520 3037 2087 2966 2981 3217 3850 786 1304 1417 822 1424
7141 4419 5567 2996 5269 5469 9500 2610 6183 4236 6483 7307 2529 8451 7756 6696 6463 7417 6400 6550 6166 3386 4132 2703 2457
4713 3870 4727 6257 3885 3716 6274 4496 2286 2650 5972 4953 4819 5679 4256 7292 7531 6777 9325 5417 3179 3181 1591 2954 2223
299 261 292 213 249 231 247 226 259 237 166 141 179 136 256 272 235 266 168 255 1966 3363 2940 2469 3379
3012 3896 3161 4967 2943 4408 2562 3612 3633 1925 4569 2347 3490 2977 2508 3185 1980 5569 2281 2266 637 234 273 266 131
7589 5414 6691 7055 3931 6624 4014 4425 5264 7197 5965 3716 8239 4092 9901 4115 4652 7142 6918 3143 2705 2539 2744 1861 1628
1371 2908 1044 1826 1450 1823 1690 1922 3392 2317 2907 2029 4026 1978 1547 3099 2981 1746 2130 1926 7296 3818 5503 4839 4959
677 1744 1858 2131 2791 2979 2642 4216 964 1403 4015 3743 2277 1844 2284 1952 3603 1867 3928 3864 2392 3086 2058 3492 1480
6234 6205 6902 5292 4061 6893 4735 3362 6050 4792 4821 3880 4643 6127 5619 6526 6925 4901 4025 2806 1308 1949 2386 1271 1710
6209 6782 4993 4762 7753 6215 3883 4965 5878 8740 4309 5116 4537 5388 5868 3415 3699 5111 9813 4144 1211 1711 2239 2315 2159
577 387 480 272 453 465 430 615 354 369 298 262 160 336 356 457 268 503 358 455 12403 6485 4899 4819 6708
2948 3724 4564 4286 2119 2863 3454 4333 2843 4861 3142 1682 2656 3891 2800 3531 2757 2979 2913 3599 3122 2402 2590 2776 1881
3113 8137 10272 4636 8241 8078 6485 7382 4233 4326 4067 7018 5294 7346 4278 10441 6933 5319 5507 5208 2073 1799 1817 2071 1253
3531 4219 6610 4796 3517 4591 5635 5060 5114 6180 5151 3812 3518 4573 4984 3740 4932 4139 4446 3433 1964 1604 4344 2724 1025
4008 1036 1818 2823 2393 2149 4556 2766 2036 2680 3277 2592 1588 1986 1331 1949 1447 2658 1917 3087 2069 1872 1660 2307 3423
2676 4098 2784 2406 3735 3881 2322 4405 4021 3875 1651 3589 1815 1739 3645 2401 3786 2682 4158 1928 3624 5973 5855 2950 4884
6856 7793 3057 2729 4684 4532 6056 7018 7696 9354 2668 5415 3934 6652 4931 5659 3849 7606 3555 4943 6925 4753 7724 7526 5248
3361 4040 2840 2535 2123 3274 3847 3027 5111 5449 2383 4151 5777 2502 2400 3023 1763 1956 3390 2010 6637 10802 7287 4064 10621
2004 3135 3097 4351 2640 2775 2341 4183 2754 2709 4266 2093 4862 3489 3198 2405 4594 2877 2452 4138 1627 1224 1401 1839 1303
298 249 193 234 176 181 190 152 237 357 316 163 142 177 141 118 82 90 249 308 4990 3820 4916 7179 2936
9751 14988 13745 9124 6074 19797 10079 8532 8181 11796 15730 9361 5912 7631 11231 6549 13067 10149 11425 8334 3735 5847 4437 6249 8276
769 1089 837 1202 962 1087 953 621 892 1126 390 1233 800 1070 663 883 711 749 611 1195 63 50 55 30 58
928 1679 1166 1086 1097 907 1078 737 573 1413 1508 1030 745 1058 975 1361 723 1017 954 1577 7068 7651 5596 4969 4062
3561 4360 1982 1771 3352 3920 2456 2776 3113 3610 4147 2452 2609 4394 2659 2895 4037 2483 3186 4545 1673 1488 1856 926 1743
3286 4103 4147 5442 5084 2331 5922 3780 4203 4174 3241 5520 4717 3631 3010 3603 4169 1910 4096 1552 1874 1950 3161 2902 2638
5249 6898 6114 5669 5593 4033 6460 6690 7263 5475 6782 8506 4071 6827 4247 4364 5200 6095 7966 6395 7984 10125 5463 7427 5348
2096 1639 2113 1483 2305 3456 1492 3158 2867 2907 2722 1337 3894 2450 2286 4129 3986 2938 2133 2261 6117 4067 4896 3073 5894
1345 2062 3042 1802 3287 1234 1491 1825 1003 1499 1805 872 1129 2034 1882 1472 2024 3576 2026 2142 1347 1252 570 1454 961
4140 6891 8771 4785 4304 8147 4468 5402 5079 4970 3895 5277 5769 4942 8304 5481 5033 7286 4404 8134 2675 3010 1011 2112 2270
1225 1672 1798 1585 1263 1335 2214 1302 1863 885 2049 1188 1683 1916 1677 2883 1812 1303 1232 1281 787 460 477 426 782
2732 1898 3652 2049 3709 4908 2552 4782 3533 3808 4182 2248 2749 3707 3000 3211 2072 4611 1915 5260 4533 6540 4324 5159 6894
2620 1557 3163 1407 2070 3497 2015 1671 2377 1264 1926 1898 2087 2660 1778 3887 3325 2503 3833 3012 7308 5381 10613 4701 7965
2198 2011 2351 2413 1904 4057 1789 4185 3886 1539 2487 2959 2307 1801 1325 3370 2007 1947 1844 1292 4275 4735 6974 6581 4862
6339 5813 10182 7250 4098 4720 5728 6987 9826 7772 4198 10287 11979 8468 10576 4414 13564 7592 6036 11688 1048 1162 821 1788 616
2990 1821 2794 2386 1565 3458 2710 2548 2146 3941 2275 2170 2317 1861 1638 1547 1240 1521 1839 3644 1958 1962 1188 1332 1851
1653 1943 1031 1953 645 1106 1095 1502 1308 1810 921 761 609 891 1395 1019 1437 1271 826 1267 925 400 839 1075 1454
1474 672 1714 1054 1306 828 1725 1168 1197 1338 1282 1377 982 769 485 1638 1125 1706 957 907 856 1156 1035 1186 1211
3382 2145 5827 4581 3886 5919 4111 3703 2864 3894 3703 3876 6283 4293 7837 4185 2761 4477 5490 1913 1101 2788 4720 2351 3174
4019 3484 2207 2864 2638 1546 3633 2642 2431 2566 2441 4361 2672 2957 2343 2839 3902 3063 3021 2752 391 576 692 702 867
1621 996 1434 1381 1780 852 1122 898 1351 825 1307 2529 1758 858 1432 786 1219 1222 862 1292 1776 1520 1157 1829 2042
1639 1665 1511 2302 2248 1989 1704 1948 1916 3006 1764 3131 1517 2136 2908 1882 2197 1253 1660 1528 1488 2738 2722 4078 2018
1920 2008 4494 1840 1821 2271 1210 2572 1852 1958 2755 3046 2696 1690 4214 1934 2238 2221 1904 4013 1832 1180 1420 1717 1048
2382 2606 3427 1699 2269 2925 2561 4092 3506 2053 3183 2213 1987 3374 3953 4272 1725 2879 2461 2481 3014 6171 3154 5595 1964
5357 3288 6733 6652 3026 4442 4786 3527 5387 8825 6218 4373 7262 4311 3766 6803 3779 3592 4498 2820 903 634 638 694 730
6517 2710 5443 8518 7601 6971 5292 10136 5768 4874 9289 4072 7061 4150 6460 8510 5215 5442 8452 8098 734 1172 685 1224 1223
3677 3560 3234 3405 2936 3355 2159 3706 2969 2561 2385 3311 2105 2217 2838 2499 2536 2644 2553 1734 1926 2845 4253 2991 3318
928 905 909 948 1747 845 1044 877 2305 1820 787 987 780 968 1237 593 1520 1384 1512 1061 6066 4781 3693 4336 2671
3295 5876 3190 5252 7069 6295 7670 5404 6715 5701 6310 4470 5553 7056 6343 5850 5151 3308 2845 6615 585 831 1343 901 392
18514 12066 11225 21946 19207 10895 27145 17103 20943 17714 13493 7322 22834 18545 15670 17470 13017 13559 22090 10434 275 288 392 327 520
3976 5423 3372 4918 5212 731 5310 5399 4485 2749 5901 3204 4744 4162 3276 4370 3724 4249 4334 4959 967 987 1583 1333 1662
6740 2630 1483 3476 2492 2822 3929 3414 3702 4750 3812 5248 5536 3362 3872 4409 4296 5812 6176 3147 1740 2134 2154 1663 1096
1056 1184 803 485 930 803 1239 892 1204 633 1557 780 1304 1003 1075 1197 1344 976 901 1530 6814 11219 11056 10726 9285
695 743 400 627 868 627 770 600 784 822 1363 1012 834 1426 507 679 778 1052 666 857 2023 2068 1945 2839 2363
1351 1541 1590 1984 1710 1344 1973 1505 1348 2096 1136 1537 1280 1481 1980 1070 911 2646 1870 1479 6463 3698 3768 4822 5115
652 1366 1256 978 826 1254 1711 621 998 1079 1573 1056 625 1143 1382 1491 1681 1421 1183 1094 6133 8914 8159 10450 9821
2095 2116 1023 1433 2970 1420 1612 1366 1951 2531 1635 1183 1511 2208 1988 2280 2618 1286 2851 1267 1309 995 620 1008 1167
2917 3241 2707 1451 998 5094 1102 1894 1950 2933 2079 2111 3257 2433 4073 2292 3200 2559 3135 2584 6250 8547 4704 6186 6424
1865 1786 2564 1915 2072 1485 6049 3120 4594 1628 2567 2933 3688 4011 2819 2372 2362 2836 2015 2202 3359 3119 3797 4464 3825
4144 5523 3237 5023 2718 4790 2563 3412 3454 3902 2513 3050 2471 3761 2478 4330 2601 2032 2459 2749 1028 1299 1023 1025 788
3585 2794 6749 3094 2473 5019 4952 3466 4159 3854 2454 2438 2201 2972 3848 3079 4058 4491 2404 3486 2505 2637 1001 1415 2415
6154 6246 2620 5065 3682 4210 4670 6006 6497 5259 2691 5389 3150 2787 3964 4722 5019 3891 9084 8274 1716 1049 1163 883 1398
1070 633 1215 1006 790 944 701 1642 736 791 680 1020 768 898 810 939 414 830 1042 1267 9086 11975 8593 12265 7309
5214 4910 6783 4440 3246 5484 4969 6236 4783 5847 5871 8859 5950 3189 5602 7037 8061 6707 7864 6132 2414 2493 2702 3260 2111
1086 3254 1869 2324 2135 1539 3083 1329 1436 1824 2042 3871 2034 2687 3813 1384 2325 2992 1813 2830 5378 5543 3957 4336 3315
2395 1390 2705 1802 1284 2419 2312 2756 2950 2205 3297 2677 2972 2998 2790 2805 1940 4131 3519 3416 3949 8603 4771 6145 4280
1586 2324 2205 3287 3137 2486 1627 2103 2622 2089 1951 644 2153 1886 3308 1855 1741 2200 2679 3284 1950 1058 2685 1142 2874
1605 1207 1301 1364 1194 1809 1217 1114 1821 1534 1600 2478 1462 1490 2366 1321 2413 1571 994 1616 4761 5203 9582 6938 6114
2049 1296 784 1816 2249 2122 1144 1084 1083 1875 1767 2288 2120 1155 1002 2138 898 1354 2429 1110 1669 1396 993 1431 1279
591 1098 731 728 949 576 770 1065 1519 1520 1001 1699 1588 1037 831 944 679 470 911 1278 1412 1341 1244 1188 1684
4811 15053 9668 14217 10209 8319 11250 11659 15436 8119 6472 9492 6448 7992 8405 7000 10653 4578 10970 7886 1908 913 1177 1280 1915
2160 2260 2217 1590 2084 1727 1599 1054 1056 2158 1769 1744 1531 809 2311 1665 1671 1469 1415 1305 513 600 526 429 524
1604 1445 1966 1408 1136 1507 1935 1446 1020 1530 1547 1122 1856 1243 776 1230 2634 1071 1068 675 6310 4816 2955 3833 4415
1706 3881 3402 5075 3929 2858 3443 3600 4907 3188 2922 3929 3827 3727 2348 5425 3937 2785 3473 7646 1944 1459 4059 2933 2441
7032 5372 4210 2604 2709 3602 6136 4497 5108 5896 3403 4706 5066 3070 2449 3206 3850 1701 4423 1852 916 2103 1635 1401 1318
1602 2978 3320 2988 1604 2870 2984 2520 1817 997 2627 2023 2407 2304 1653 2383 2172 3003 1644 1895 844 938 1214 1320 1536
2621 1961 2500 2812 2351 3224 2113 3327 1381 4188 3032 2861 3122 3469 2058 2111 3212 3707 2510 3054 7696 8213 4907 6780 4074
1069 610 915 1145 1228 1476 1815 1916 861 2424 1801 768 560 1462 1888 1161 1478 913 1124 1472 5266 4885 3579 5886 3087
1006 2175 1386 1589 1357 1710 1874 1124 2279 1563 1920 2071 1583 1453 926 1710 2020 1760 1981 1508 4109 1810 1574 1557 1384
9674 5437 7210 3271 4880 6631 5439 4080 7097 3831 3566 2844 4348 5446 3120 4017 4275 3622 3887 6118 2897 2760 2968 3933 4315
1368 1215 1591 1136 1586 1790 1644 1110 1437 1184 1433 1429 869 913 1103 1689 993 774 1657 1503 5026 4937 4225 5506 6153
552 716 692 902 1066 1056 784 605 481 616 720 1527 416 760 921 1101 1141 553 810 578 3324 1931 3271 867 2610
642 567 747 534 564 671 950 784 816 569 866 668 633 1029 678 855 584 512 1072 1112 2527 2395 1649 3560 2701
1180 2590 632 1341 1438 1404 1590 1222 920 1691 1831 1675 1891 1418 2730 1479 1820 1298 1606 1365 3454 3027 2675 3305 3631
5127 3092 4720 4362 3555 6769 2911 4330 3741 4120 3044 5121 3867 2269 3495 3501 5118 3656 3151 6228 3165 1685 2543 1593 2653
