S1 S2 S3 S4 S5 S6 S7 S8 S9 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S20
4745 6894 3886 3262 6197 8028 8121 8936 6091 9695 7651 17548 8871 24440 6134 8471 5268 3813 12823 5516
2129 5339 2374 3110 1648 6568 3879 12327 2403 6519 5098 11146 8487 9388 5024 6563 3997 2520 7614 4956
838 1585 1361 1717 1352 2195 2318 3275 1331 2007 1718 3224 5157 4681 3158 2226 1245 1404 3566 1401
390 697 345 506 464 465 702 1080 251 1543 786 1567 2638 1630 658 953 1053 786 2369 2261
867 1969 562 640 885 1288 1266 3649 741 2016 857 2551 2980 4946 1206 1289 1509 890 2345 2663
594 1283 1222 603 1064 1291 2228 4085 872 3329 2090 2739 5228 3970 2115 1792 1838 1258 4230 2893
1013 1165 1769 1813 1092 2483 3109 4319 1348 3166 2262 2411 3676 4768 1214 3242 1007 1525 4160 2906
321 892 552 297 355 1183 1019 975 299 883 700 1766 619 1541 615 896 661 693 1404 718
717 514 571 533 800 840 948 1896 634 1722 1155 2122 2018 1804 1161 750 475 837 1771 1019
1108 1100 841 1247 954 2448 3282 2833 1116 5017 1907 2091 2376 2387 1897 1798 586 2081 2160 2071
625 994 693 222 661 1292 655 968 572 1337 1906 6015 7477 4483 1965 1977 3074 3583 4985 4754
1374 5883 1435 1413 1240 3009 4771 4512 2262 4121 3111 7567 3725 10925 1830 5279 2810 1927 6442 6296
399 2146 544 558 314 2633 1832 2004 645 1452 952 3198 1889 4435 838 1802 1121 1147 3638 1224
860 4450 1922 1165 1010 5199 3334 6527 1126 4899 5219 24394 10997 14412 7321 6143 7412 6852 13018 4352
752 3669 2166 1905 1057 4135 4386 3141 892 3723 3776 7077 4491 4597 1891 2521 2470 2423 3715 6036
299 805 470 582 399 637 976 1517 313 849 737 1987 1228 1514 834 918 685 623 1645 1101
756 2767 1161 1363 1097 2221 1476 4818 2286 2951 1653 5212 6101 2506 1114 1519 1273 1715 2139 7357
661 2046 1729 959 925 1337 2103 3486 1018 2240 1279 1750 2113 2314 1380 1506 1301 1202 1391 1906
196 641 394 216 319 540 981 740 278 650 419 841 1061 779 764 735 477 391 630 712
1186 3100 2578 1647 862 3930 2055 3755 819 6894 2626 6080 5952 5861 2623 2935 3296 1975 4891 2509
1584 2559 1893 1863 866 3113 1559 3475 1755 6891 2679 6102 7965 2549 2817 2737 2659 1871 5616 2454
570 3398 1603 1548 1326 2481 3367 5246 725 2922 5759 9406 13361 18165 3567 6214 8061 6531 12713 6347
1825 3439 1920 1486 2493 8078 6078 4109 1052 4751 2208 4774 7349 2794 2040 4470 2497 1309 10739 7650
1167 5844 4067 2956 2385 4995 8464 8371 3943 8612 5813 6867 11200 12243 7016 2430 3070 4661 7960 8700
5104 12450 4404 4815 3383 11829 10276 7242 3046 10861 7761 16020 17269 19654 9134 10490 8266 5543 23715 7850
1266 2733 834 703 3598 3078 2476 5929 1275 3857 1665 2670 3186 5931 1781 3729 1941 1741 3049 4100
1186 3562 985 2061 1586 4208 2599 6790 1389 3933 3259 6070 7440 5424 4253 2481 2568 2314 6391 5613
312 620 360 490 492 476 732 1054 434 754 689 2047 1811 2381 355 1032 364 230 1539 966
746 3515 1534 755 1047 3156 3047 4315 1231 3932 3576 6790 3127 6265 2847 1273 1960 1110 5835 3314
430 1724 588 580 368 1029 1245 582 848 1043 389 1589 2060 1209 642 1598 1112 879 1095 1550
256 968 670 427 416 765 311 1103 329 789 574 1632 1085 2592 579 797 826 490 1137 1093
208 661 760 477 317 1045 912 908 227 1438 627 1542 2462 1862 845 1132 699 1006 1422 747
1452 3362 1930 2222 1778 3543 2618 6947 1852 8613 3610 2488 3288 9157 2412 6137 2596 3040 8503 3830
1077 5910 2677 1561 1464 4015 6755 6475 2437 3850 3844 6038 10497 7240 1857 6402 1893 2928 10203 5729
1571 3978 3655 1833 1436 4826 4886 8041 1034 3909 4977 4853 4411 9590 3778 4132 3532 3313 6298 6201
1323 2482 1219 2581 1555 4571 2922 3964 770 4121 1273 4149 3820 3814 2199 2555 1895 1083 3483 2926
1259 4440 837 2165 1517 3875 3567 2701 1511 2345 2879 2212 4166 4122 2213 3349 1482 1986 4871 2844
732 3435 1678 1133 3337 2804 1990 4095 1076 3197 2164 4162 5427 3718 2008 2369 1731 2745 5938 3686
2365 5644 1817 2094 1241 2880 5278 6050 2160 5414 2304 9424 7569 13787 2733 3501 3592 2888 6612 3767
1077 2681 1169 2953 1054 3055 4371 6403 2015 2295 2192 4042 5987 10334 2349 5044 3004 1745 3791 8245
958 1289 1141 717 566 2200 1808 2141 870 2020 1270 2798 2795 3058 853 1254 940 1090 1598 1436
751 2971 764 1411 792 2085 2007 2142 1029 2546 1948 3927 2185 5969 2110 1807 2345 1426 3631 3659
2360 4141 5282 2392 2304 6318 5676 7459 3453 4927 4055 5026 9034 6274 4540 3894 2415 4252 8314 9712
3641 12753 2716 5426 3955 7453 9123 9443 3163 10012 9765 14982 9290 13936 7499 8249 6319 6134 12062 10737
932 1816 2074 1164 1449 2884 2371 5100 1106 4963 3340 3838 3787 9294 1517 2055 1106 2631 3558 2897
2328 4467 2803 1381 2563 5558 3709 4697 2600 3804 2108 7583 6757 4933 2608 1552 3512 1739 9242 6485
1735 2343 1278 2535 2469 3789 2138 5375 1281 7918 3756 4220 5055 7580 3642 2379 1845 3314 6315 4877
2124 2113 2547 1312 1920 3199 3461 5907 2714 8202 1897 5595 8437 5825 1924 5147 1245 2181 3620 5281
923 2863 1026 1014 1005 4086 3976 3341 860 3883 1605 3242 5828 2975 1592 2789 1914 2223 1845 3235
1636 2667 2055 985 1283 2688 2551 3810 1446 2717 1304 5403 3031 3650 2908 2010 1566 877 6179 2873
1756 2937 1540 1650 893 1488 2764 7338 825 2752 2401 2198 4204 4029 2387 4292 2578 1843 8172 1924
395 1780 832 344 488 1443 1635 1081 646 1006 533 2215 2035 2427 843 731 726 764 1992 1139
686 1763 1357 1318 1140 880 3384 3157 1359 2226 1834 3300 2569 2552 1939 2016 1922 1458 3894 3391
943 3689 759 1732 1769 2848 2916 3629 1114 3611 895 5739 3445 3350 2570 2064 1497 885 3426 3246
284 521 362 251 193 799 573 590 262 1132 574 897 763 1062 309 571 278 310 1391 615
1538 3881 1425 1142 1518 1921 3119 3599 1485 2702 1798 2748 5235 4660 1498 1874 1932 1293 2591 1702
860 3221 1368 862 1874 2625 2290 1558 1913 2315 2148 4202 4874 2511 1985 2116 2151 1259 2621 3335
4515 6335 3824 5702 1544 5831 8783 4821 5802 4838 5821 12386 14397 16194 4793 3731 3821 6387 21418 7583
3215 9113 4023 4213 3082 8439 6193 10760 4663 18446 6181 14566 15546 21493 9562 5493 3775 3936 16289 7739
867 4437 1471 972 1262 4112 3165 3316 807 4125 2057 4781 4395 4843 1497 2318 1308 1387 5327 5783
863 2294 762 1184 902 2518 1906 2473 927 2250 1865 5821 5367 1682 2389 3340 1567 1435 2828 3624
1750 2853 4293 2535 2306 6957 5182 9332 1532 5680 2909 8943 10296 9601 5145 5188 4283 2354 3807 7300
2677 4935 2248 2273 1902 7609 7819 6825 2873 6887 4191 6122 6154 5105 1789 4799 3209 3277 8070 7671
890 3270 2095 1284 859 4515 2059 2667 1506 1976 2052 3788 4395 4661 1545 1743 2001 1543 3238 4243
2447 3561 2840 2010 1051 5656 3154 4688 1769 4173 4092 5215 3570 8579 1797 3973 2006 2787 6337 7410
985 4467 3785 1257 845 5782 3051 7917 1438 4460 2347 8862 5750 6792 2046 2989 1033 2622 3934 6036
35 81 50 41 37 56 104 110 63 112 88 120 92 98 61 128 48 79 143 60
257 1076 353 444 375 674 1001 1046 725 1506 511 1103 795 1333 527 970 287 334 658 626
387 689 289 454 446 858 981 1486 170 600 536 1580 1600 1360 494 1040 438 584 1211 728
1017 2701 1423 1743 1458 4222 3299 4624 3120 2915 2890 3161 3846 3874 2878 2335 1683 3051 5093 3104
669 1528 1160 507 761 1700 2322 3929 1072 2640 830 1889 3804 4299 825 1539 900 974 3282 2027
793 2641 1490 1389 1287 3268 4681 4419 1402 3394 1900 4201 7204 5869 2889 4099 1816 2533 4400 4107
823 2603 602 709 988 1769 1705 2854 491 2831 1183 2333 5180 6605 1725 1094 1310 889 2117 1428
212 689 474 576 354 862 858 1073 231 891 731 826 333 758 917 681 468 477 801 604
1161 2987 1113 1143 1033 3362 3536 3381 2363 3886 4006 4589 3843 4383 2622 3181 1631 1448 7907 5905
1410 3585 3688 1333 1652 4592 5287 4686 2475 4621 4617 10058 10950 9686 4602 2774 5088 3823 11782 10077
4214 9479 8124 6705 8983 10206 8325 15041 4671 19321 17883 30624 12104 19566 9288 5580 8326 8301 9952 12036
333 4134 1518 475 1270 2279 3188 4029 1162 3391 1807 2944 2413 4108 1937 1878 1674 1971 4931 3747
433 1923 574 743 533 952 1379 1948 481 1864 1160 2838 2685 3277 1357 758 1547 1316 3148 1613
4204 8451 4351 3454 6385 10909 9109 17466 7685 12549 13796 58917 30950 56838 19438 20699 10074 18514 41507 32630
1136 2392 650 797 723 3657 1594 1724 787 2764 777 1736 1538 1223 754 442 529 495 1348 807
844 2955 524 749 879 2462 3032 3096 874 2325 1336 3909 3109 2529 438 1758 973 1055 1474 2662
1771 2971 2941 1191 2160 3640 3449 2651 2126 3845 3537 4873 5141 7821 2941 3479 1467 1445 6324 3860
841 5987 1336 1190 1312 2784 3258 4898 1083 4133 3449 5121 7795 4217 2612 2642 2666 1493 3095 5363
1126 2196 1193 1725 1660 3481 3227 6686 1187 5401 2222 4473 1970 8218 4783 2790 2644 3070 6552 3932
629 2799 676 1456 1446 2006 1459 4227 618 1227 1383 2277 2071 5323 1078 1633 892 1165 2468 2266
1141 3389 1721 1341 292 1645 3549 1942 822 2148 1572 2819 2731 6817 3747 2979 1445 2175 4688 5293
861 6083 1293 1935 921 3548 2820 7336 1734 3459 2199 8065 3026 5778 2377 3110 1168 2410 6001 4370
352 1458 740 361 521 1431 1410 1382 1103 1755 1263 2989 2718 3293 1145 929 646 569 2049 1412
1457 3734 1498 882 1105 6136 2037 3983 1673 6436 2155 5154 2997 6260 2126 3519 2731 1363 3628 3105
471 921 223 275 582 852 708 2023 317 1054 372 930 1698 1214 343 1131 265 493 1149 1042
1869 2863 2520 2214 1879 3861 8573 6174 3002 7323 2609 6270 7509 13168 4104 6057 4324 3500 7497 4753
1508 3469 1545 1058 1268 3459 3558 4594 1849 3954 1924 4858 3419 5356 2336 3286 2089 3439 3671 4045
108 377 155 107 129 510 226 443 85 402 285 442 450 304 142 249 189 140 523 363
1024 3373 1298 721 525 3050 2937 2360 1704 3216 1015 4067 4832 4008 2166 1796 1314 1187 3378 4412
115 209 166 181 161 287 456 530 160 742 171 565 341 501 197 268 135 335 395 687
800 1350 1472 675 1002 3110 2308 1923 760 1659 1165 2327 3959 4450 1679 1614 802 866 2782 1715
592 1311 1133 402 558 2192 1834 2609 931 2292 1667 4302 1292 2784 1524 1841 1273 1361 5037 1743
416 956 798 587 1354 1746 1101 1450 1207 655 1122 2714 1615 2109 970 1955 1343 1194 2171 3706
658 2448 1397 1439 1508 2877 3401 4061 1056 4435 1645 5436 5355 7089 2151 3313 1251 2178 5164 3752
861 3897 1322 853 1167 2477 3545 2646 1473 3970 2001 4257 6784 9696 2358 2289 3118 5533 8140 9097
810 2180 786 455 924 1564 1324 2634 616 2286 1417 4065 2741 1671 1746 1621 1674 602 3594 2742
616 1834 779 557 815 2791 1532 2863 900 2006 1860 2686 3349 2146 1358 2085 933 1782 2261 1302
2962 5956 4767 3370 3293 7741 6467 12329 1200 13425 6054 15202 8812 6211 2663 7770 3208 7555 13638 9540
2304 3416 2449 1696 638 6390 2263 5940 1976 6487 2838 5738 4232 7166 2509 5346 3217 1951 7648 3198
1497 2652 2384 2728 2981 4912 2520 5515 1761 5658 6667 9562 5890 7669 2682 5582 2721 4173 11302 7834
854 2103 1096 1231 712 2183 982 1217 613 2676 2206 2632 4436 1940 2054 2239 1550 1525 1486 3850
1602 8672 2902 1565 2692 6472 4614 5995 962 5513 3845 5596 6882 4751 5040 5984 3446 2754 6772 5339
1056 1672 1254 855 1488 2018 2087 2248 909 3765 1657 5064 2681 6015 1428 1596 1572 1192 2947 4444
385 1009 522 661 464 1103 446 1014 215 1147 520 835 1854 1386 405 583 489 604 1856 477
1420 5961 1556 1570 1476 3797 4714 3507 2536 5734 3463 5076 2062 3866 2218 2705 3793 1426 3228 4774
866 1416 993 766 363 3056 1549 1336 935 3565 1573 3573 3609 3485 2220 810 1526 1893 4276 1668
1513 3602 2280 3405 2129 6537 5174 9426 1287 2936 2448 9921 10746 12649 6684 2695 6000 1817 6099 7190
1696 5759 2140 3066 2259 8888 7563 7258 2731 13787 7175 20567 9103 15281 2783 3155 3531 5462 16769 6683
466 2514 1153 1180 929 2373 2617 2407 753 2819 2295 4500 2722 2881 1260 3822 929 1643 5104 3820
843 2468 1106 1353 869 3476 3059 3620 1686 3425 1548 4200 3998 3411 1459 2075 1469 1059 2999 4118
1038 2602 579 632 968 1424 1581 3510 1105 1806 1785 4234 6241 7234 2893 2892 2045 2125 5361 3120
3406 3459 2828 2787 2686 6145 6437 10247 3040 6297 5083 9140 9527 9179 2965 9165 4113 5104 11041 6142
189 380 176 246 331 602 556 991 401 705 611 672 813 1029 467 623 265 328 583 773
166 217 113 132 181 486 299 672 125 401 959 2026 1666 1860 1323 1301 879 933 1559 1209
2034 3188 3164 2511 1455 3165 2119 9223 2392 3499 1085 3847 5652 5926 3134 2423 2202 2569 5332 3655
1023 3367 1312 1294 843 1205 2024 2687 683 2645 1831 4615 2313 2750 1912 2332 948 1583 4155 5855
305 1153 849 406 406 871 504 865 913 1543 557 2416 1117 1722 638 574 401 575 1195 1981
2366 4837 3405 802 2562 9818 7212 8172 3016 8936 3828 11677 4853 12648 2948 6637 3601 4720 5678 8798
1319 3114 1155 1433 1295 4759 5160 3731 2257 3842 2295 4290 2895 6568 1947 2610 1766 1324 5878 3743
1777 1355 1859 2073 1754 3806 3936 4019 2214 3646 3349 5942 7317 13967 3566 5084 2516 1930 9741 2604
462 785 468 445 359 394 1264 1622 489 1581 803 1475 1679 1191 673 747 527 777 2073 1699
631 3176 717 459 911 2029 2474 1644 827 1857 1605 4612 3111 1598 1997 1727 951 848 3090 2616
1760 5781 4148 2575 1748 5653 4568 7146 2603 9689 3093 4392 3725 5394 2865 3691 3617 3099 7132 7551
2259 6317 2089 1372 2514 5067 7621 5603 1666 5188 4205 12605 11627 7069 3285 3646 3524 3380 12069 10518
1460 3937 787 1644 1777 1934 2556 6604 1350 4662 3163 2849 6291 9583 2579 4866 1418 1756 4600 4126
727 1630 615 678 876 1922 1116 3562 1131 1558 1984 2618 2580 3656 1265 1290 1691 1054 4365 2130
1011 1224 1019 1138 1030 2902 2732 3563 905 2915 1405 2638 3817 4048 1853 2530 1616 1161 4149 2635
396 620 498 291 467 917 1022 1555 287 1499 1043 1216 1453 1373 729 1060 372 577 954 919
796 1525 1178 728 731 2603 2223 4482 921 1985 2507 3637 4620 3319 778 1839 1182 1420 5659 4076
1634 2942 998 1290 1121 2785 5556 5526 1434 4105 3466 4305 4663 3184 3291 2627 2686 1838 5900 3261
386 1248 465 664 320 1262 840 2267 396 1193 1235 1173 6102 2173 1183 1730 849 1810 2528 2972
353 1386 368 371 352 1437 590 1388 521 941 1140 1516 2321 2465 302 878 777 911 1029 2055
1837 1270 2427 1472 1096 3407 5249 3460 1026 4622 2547 6426 5974 5458 3474 4698 1808 1777 5167 3244
359 2032 854 780 855 950 1339 2462 935 1869 713 1055 730 1086 347 603 410 451 938 1297
987 2915 993 1096 911 2303 2375 5832 1809 2947 1735 4725 2574 2464 2095 1938 1734 2204 3889 1029
209 514 256 190 571 388 372 576 226 452 677 1341 670 743 360 631 364 392 423 887
1932 4089 2088 951 2150 3885 3057 5837 2146 5243 3237 6161 4678 3378 4337 2556 1828 1390 7716 6210
415 1314 703 488 400 615 766 1848 648 1749 677 2362 1654 2342 1083 1364 697 949 1093 1362
528 1282 574 308 388 731 570 1593 531 1587 691 5848 6199 11434 3415 1407 1774 2597 7393 2759
2673 4627 2758 2700 2090 5714 2342 5589 1775 6369 3723 8511 6655 14714 1998 4350 2563 2232 5950 6377
762 2984 2098 1235 778 4185 2360 1402 999 2236 3967 8420 7323 12548 5050 7013 2779 3851 11753 3447
658 2072 657 1441 683 2085 2507 2516 885 3044 2816 5293 3105 3284 3557 2531 1253 1096 4487 1487
3430 5847 3755 2639 2083 7229 8273 4803 3410 10271 4547 9088 12357 5124 3588 3945 5194 3716 8183 3642
91 222 169 174 89 406 112 226 138 271 146 547 529 317 254 131 194 150 542 181
781 1998 1084 1417 487 2793 3155 2836 367 1508 1419 2602 3084 4317 1694 2228 1513 3791 2805 2659
2815 8199 4461 5104 3707 7211 9758 11616 4331 12552 7460 15323 18077 17147 5163 9266 9143 5878 12821 8906
228 243 158 141 72 771 403 344 200 1052 238 883 486 701 260 486 234 318 831 474
79 297 238 171 181 521 386 345 95 237 320 840 461 745 225 471 179 156 482 231
177 485 380 285 406 556 615 708 245 708 696 1638 722 1355 520 865 286 265 911 625
1092 5060 2887 1124 1743 3705 5016 4327 2442 4850 2811 7097 7460 7943 4403 3606 2353 3628 9344 6932
1866 6055 2068 1483 1028 1921 3453 4054 1487 4440 2720 5646 3946 5083 3247 2784 3596 978 6835 4114
908 1969 916 988 1197 1909 1362 2819 1282 1741 1508 1210 2248 3404 922 1002 1488 1064 3626 2308
958 2513 2064 1541 1929 1244 1893 2149 1294 2674 2070 3785 5041 4102 1619 1270 1346 2091 5328 3902
2754 5276 2512 3524 1593 4785 4927 8401 1762 5615 3750 11449 6694 7601 4668 4345 3840 2982 11750 6685
5313 9844 2689 1976 3257 13105 8364 15801 3308 15525 1838 3090 4061 4964 2134 2461 1544 1377 3149 3623
980 2778 1066 1101 1263 2333 3261 5237 1151 2991 1112 4092 2672 4617 2089 3275 1154 1366 3677 2478
518 2009 807 933 460 2717 3822 2236 844 3267 780 3994 2916 3170 1328 1537 655 1466 1490 2791
666 1116 831 850 477 1584 2037 1989 1157 2359 854 1965 3305 3461 1271 1129 1457 1497 3490 2709
2487 6704 2740 2614 2711 9739 2357 8725 2636 8183 2349 7428 7788 12590 4342 3241 2319 1637 4524 9029
278 554 386 346 304 1044 753 1199 273 743 565 1967 507 1913 589 625 451 370 644 1316
1093 4220 1729 900 1357 2187 1667 6232 740 3545 5833 13477 10734 12379 4782 5379 3255 3611 11429 9870
914 1727 1464 1477 838 2962 1966 4102 1154 2894 2091 1468 5338 5151 1403 2083 2231 2047 2587 4765
1248 1998 1560 1274 903 3644 3018 6047 649 5180 2814 6567 4434 4368 2196 1776 1153 1823 4594 4988
2538 7715 4783 2776 1011 6160 2930 7219 3940 7568 4428 14395 4483 11738 4461 4954 2356 6199 6376 8429
1407 2309 864 1451 1661 1535 1288 1834 484 1405 633 3425 3383 3308 1049 2771 443 1857 2455 2028
420 960 338 443 451 1393 850 1518 426 1727 916 2559 1509 1873 841 1001 419 638 1486 1611
2567 4701 3574 1908 3650 8179 3287 10928 5241 6221 5820 14915 9419 14029 2027 6030 3662 3370 8244 12359
1195 2137 1390 1415 954 2215 1988 3839 1140 3174 1956 2072 3627 2651 2603 1482 1324 1551 2850 5012
1780 3909 794 3078 2512 5301 1996 3754 1413 3282 1852 5498 6781 9494 1946 5351 4613 4980 10634 4181
1888 4389 1758 1235 1743 3553 4942 5205 1838 4088 2920 6984 5887 6532 4206 3263 3347 1979 8397 7808
516 1145 770 448 585 522 857 1331 401 784 531 1898 1238 2261 904 615 784 615 1043 680
405 1398 1085 348 386 768 888 1177 610 1103 1326 1501 2051 1878 563 567 975 721 1925 1636
579 1530 666 1108 901 1679 644 2069 768 1141 815 2528 2655 2188 1089 636 1909 942 2950 2974
189 445 108 212 204 329 634 416 231 634 214 484 1167 497 427 541 252 248 691 729
986 2657 1379 1134 1220 3384 1382 2380 809 1844 492 1172 271 1253 506 495 314 440 657 442
2330 3544 2619 1719 1260 5131 5829 10181 2214 6307 5045 12056 7335 15705 4823 4802 3342 4025 7470 9759
2320 5680 2917 1664 2575 3996 5552 10359 3107 4649 3907 5311 7427 6411 2293 2932 4429 2712 9082 6911
637 1869 926 1152 2190 1634 1528 2321 667 4219 1825 2821 3405 2771 2739 1697 1450 1382 3137 2034
407 878 747 637 800 1411 1100 3030 572 1039 1166 917 2069 2738 830 803 1119 1042 1538 3081
2345 3413 2630 1103 2450 6534 4804 9777 2762 13972 3453 9257 8829 7231 2906 5895 5156 3691 8936 7130
1715 5384 2805 3424 2461 5560 5836 5637 4882 4715 5410 6548 8145 4885 4123 4284 3150 3266 5487 8024
708 3564 1596 2551 1619 2833 3536 5076 852 6968 4252 5294 5199 5188 2864 3716 2647 3472 7630 2506
2509 3459 3091 1749 1215 5455 3306 5052 1672 5369 2114 6081 3187 11599 3503 2354 2199 2896 5667 4516
1837 6923 2054 1760 1670 5899 3228 7452 1933 3473 1157 1864 2307 3107 503 1778 945 1094 2350 1549
633 1086 727 668 484 1570 1557 1598 882 1887 793 3621 2759 2025 1003 790 820 765 1766 1493
811 760 359 566 496 2726 1082 2954 730 819 781 2380 2076 2831 982 1337 676 857 1988 1195
957 3040 2254 881 1262 2416 2502 4950 1425 5317 1818 3427 3561 5073 1673 2570 2471 1834 3603 4266
766 2085 694 1166 1292 2732 2060 2343 1255 2200 1436 2265 5163 3378 1219 1612 1065 1921 1929 2078
820 1172 1070 1013 583 2216 1189 2275 759 1446 991 1672 1328 3524 977 1617 1046 883 2638 1660
297 1065 170 444 270 638 813 544 422 639 436 910 833 894 355 563 393 449 1614 814
1798 4469 1806 1628 3008 3637 2730 4148 2882 2954 3228 3417 5356 4930 4031 4773 1429 3050 7320 6131
626 1697 622 682 618 2209 2112 2186 789 2019 857 1131 3346 2270 1177 1180 785 808 4489 1144
498 1287 1221 853 514 2444 1823 2137 418 835 1053 1009 1867 5029 1321 1042 1002 1394 1599 1512
2506 4274 1252 2222 2153 4775 5778 11935 1504 4527 2113 9004 10122 8276 4838 4808 2887 4948 11003 4473
1062 4184 2389 1669 2522 4244 3906 7802 1517 6681 3778 7084 4944 6573 3155 5255 2511 1712 5846 6385
3512 7911 5514 3636 3703 7807 6283 6848 2981 6154 5249 8968 8924 12854 3611 4720 6321 5757 6244 17127
264 848 296 613 369 896 477 860 409 600 636 1294 2184 1402 510 376 595 560 720 1463
536 958 547 767 343 1096 543 1672 494 782 754 689 1486 2334 982 826 572 780 2374 1921
1601 4756 1626 1161 1555 3607 1505 3099 1481 4498 4222 2543 6414 4801 2136 1922 1758 2580 3748 3866
2677 5189 5485 3452 3222 7677 11718 8281 2536 3720 3564 12010 14794 10966 6676 11621 2219 5378 7919 4432
1646 3734 4146 1892 2037 3014 3708 12301 3037 3483 5418 6106 6900 5753 3993 3718 2275 1455 7308 6278
5080 4097 1860 4894 2063 12661 7784 10057 3102 11598 4258 6739 12553 18286 5435 6257 6573 6700 11936 9693
1987 4063 3235 2048 2016 6079 2074 7059 1542 5713 5053 4545 5178 7746 4045 3647 1429 2683 5283 4997
807 2920 1439 900 1298 3756 1911 2328 914 2881 1668 1955 3558 3383 833 2191 1713 1115 4816 1059
866 5654 1065 1574 1239 5166 1907 4863 1763 3582 1472 5120 4901 4087 2308 1874 2415 2573 5017 3197
1293 2778 1649 941 1451 4912 5005 5635 2157 5505 1726 5905 6302 8213 2640 4031 2668 3197 8869 5471
3554 4096 3347 5314 2859 13692 10498 11267 5376 13829 6843 12815 12047 19206 8959 11259 5006 2262 12364 11092
298 1445 632 544 799 1378 994 1188 359 1191 923 1869 1964 3753 1045 1049 1005 479 1085 1151
333 1072 710 356 204 1048 594 1117 273 1057 361 1638 1279 832 422 539 357 483 1001 397
3200 12484 3337 3500 6622 10501 8487 8756 5597 6957 6326 16172 3674 11897 8040 5844 3983 1567 10212 11751
218 554 199 191 121 294 587 242 184 886 476 1579 828 1151 586 1163 651 802 1369 1081
3516 7532 3510 3023 4556 8052 10041 16632 4710 9931 5400 11622 14811 18437 6327 6205 3888 8556 8441 12069
1403 2853 2064 2056 2224 5487 1764 3939 1727 4304 2467 6923 5599 9561 1423 6110 1697 1301 2905 6379
1732 4052 2921 2396 1747 5456 2415 3836 3179 4025 7114 7881 8103 7878 2759 5115 3161 1613 6197 3523
1124 2675 1145 407 995 2697 1206 2609 1385 2340 2137 4920 4663 2292 2321 1519 1572 1350 3473 3038
1975 2739 1038 1163 1686 2188 4410 5601 1179 3527 2464 3512 4298 5885 2380 1678 2085 1826 3127 5655
876 3390 1983 1459 1175 2136 2943 2226 1796 4001 3450 5463 3086 4692 3230 2944 1728 2271 2696 2005
724 1876 788 1164 632 2028 1622 1022 1548 2575 461 1387 2432 2156 680 1833 1179 778 3465 2225
572 817 411 309 453 603 1050 2473 404 1585 1089 1402 2318 1241 824 950 349 536 906 1386
702 2305 1936 1263 1051 2341 2750 2656 569 3509 2961 3474 6645 2439 1986 2423 1333 1838 10647 3548
847 1737 966 520 469 2495 2293 2104 1284 2374 1848 2502 3320 3231 960 1488 624 986 2247 2206
1354 3531 751 1278 1727 2362 3945 3001 2590 1835 3518 3439 5068 2839 2705 2948 1033 2135 2476 3959
853 4975 1089 1409 1343 2609 2093 2265 1499 3031 3010 5496 2591 3455 2313 2756 1900 2228 4426 3085
3879 6016 5009 6676 4851 9958 9382 14316 3844 12068 7902 16506 6783 12114 4122 8586 8795 4147 6425 13371
1834 5562 880 1028 1939 4340 1302 4724 1329 3871 2152 4882 4670 8996 2711 2928 1766 1074 5219 6838
490 1674 546 545 371 2015 1118 1421 470 1278 544 1395 2045 3587 516 811 416 518 1934 1814
1140 2888 2073 1144 1359 5658 2697 4370 2878 3421 2292 7181 8235 10799 2779 2558 1526 1680 5364 2963
4055 3382 3650 2323 1403 2411 6599 6924 1958 2137 3862 8651 4353 13954 2580 5471 2768 2925 7884 7308
946 3057 1657 703 1302 2625 2312 3444 1044 1937 1165 2168 3698 2536 1247 1270 1100 862 1918 974
922 3378 1578 2184 1139 4969 3937 3961 2190 6009 3137 7376 5987 3201 2256 5245 3795 1986 2738 2884
1345 3274 4024 1419 1089 3701 4219 7908 2444 7944 4916 7864 6835 10523 1475 2279 1499 1885 6318 6579
526 2074 979 715 879 1715 2509 2366 1160 1921 1276 3635 3882 5156 1601 2390 1845 1275 2417 3318
530 1041 828 523 406 459 1901 659 776 2035 1106 2087 1301 1553 658 787 520 908 1926 1764
2370 9773 4222 3305 2934 7111 6522 7702 3191 8712 3760 7068 8983 9898 6091 5200 3144 5478 5101 10371
3436 7207 4396 4823 3871 7867 12646 16911 4936 10015 2979 21770 19390 22282 8066 9769 4642 3319 15650 8482
562 2160 788 911 1905 3092 1697 2467 671 1197 1985 4486 2116 3759 2298 2414 587 1998 2133 2157
1486 4136 1078 2211 2417 5589 1480 3958 2223 4848 1770 4346 5080 6809 3905 4437 3226 3942 8311 5187
853 2847 1507 2657 1753 6266 2635 5287 1165 3889 2640 7074 6272 8910 2151 5262 1516 4279 9960 4912
608 1774 1099 1044 524 2592 2040 4085 1446 2378 1777 3795 2670 6320 1859 2143 1691 1150 3151 6074
914 1562 474 529 716 2351 2107 1723 765 644 1576 3035 4012 3090 642 1482 917 832 1855 3274
445 2229 1251 976 854 4630 1454 4643 1181 4318 2783 4177 5106 5776 1651 2673 1641 2181 5425 4358
532 2520 788 475 1311 2244 2898 2172 843 2967 2760 4254 4136 4915 3567 3240 1445 1318 4631 1618
1347 6372 2993 1508 2818 5116 3913 7786 3254 2364 4712 8590 6390 16314 3349 5459 2721 5072 9996 4356
180 267 167 237 302 586 362 614 194 787 527 1141 600 744 352 454 544 260 725 1006
